D,d,theta,z,Delta,U,nh,A,m2,status,message,W,u_star_proxy,Phi_at_ustar,relative_portal_shift
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.24791666666666667,4.033613445378151,0.0005451640432753506,2.972038340803284e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.25,4.0,0.0005514128765247464,3.0405616039729517e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.2520833333333333,3.9669421487603307,0.0005576747536077178,3.110011308114287e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.25416666666666665,3.934426229508197,0.0005639494663752124,3.1803900062488684e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.25625,3.9024390243902443,0.0005702368128829467,3.251700227669008e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.25833333333333336,3.8709677419354835,0.0005765365941724471,3.32394444419965e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.2604166666666667,3.84,0.0005828486084853577,3.3971250041331775e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.2625,3.8095238095238093,0.0005891726605579007,3.4712442394887527e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.26458333333333334,3.779527559055118,0.0005955085578337809,3.5463044245326957e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.26666666666666666,3.75,0.0006018561044059423,3.6223077041069655e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.26875,3.7209302325581395,0.0006082151123851948,3.699256229337352e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.2708333333333333,3.6923076923076925,0.000614585394247974,3.777152068229376e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.27291666666666664,3.6641221374045805,0.0006209667601841909,3.8559971725365047e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.275,3.6363636363636362,0.0006273590297318078,3.935793521860353e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.27708333333333335,3.6090225563909772,0.0006337620186866042,4.0165429632971966e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.2791666666666667,3.582089552238806,0.0006401755453317742,4.0982472884083446e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.28125,3.5555555555555554,0.0006465994345328904,4.180908287382537e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.2833333333333333,3.5294117647058822,0.0006530335051976824,4.264527589107715e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.28541666666666665,3.5036496350364965,0.0006594775854510923,4.349106857124028e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.2875,3.4782608695652177,0.0006659315015699705,4.434647647832356e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.28958333333333336,3.4532374100719423,0.0006723950798867801,4.5211514345594943e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.2916666666666667,3.4285714285714284,0.0006788681547942617,4.608619715937657e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.29375,3.404255319148936,0.0006853505535516319,4.6970538125352825e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.29583333333333334,3.380281690140845,0.0006918421138627488,4.786455105140767e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.29791666666666666,3.3566433566433567,0.0006983426690126098,4.876824833636554e-07
4,2,0.5,1.0,2.5,80.0,4.0,5.0,-3.75,0,The algorithm converged to the desired accuracy.,0.3,3.3333333333333335,0.000704852055850476,4.968164206366426e-07
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.05,20.0,3.123328983155498e-06,9.755183937019157e-12
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.052083333333333336,19.2,3.2533099677705455e-06,1.0584025746395189e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.05416666666666667,18.46153846153846,3.3832716750580587e-06,1.1446527227250163e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.05625,17.77777777777778,3.5132133455889104e-06,1.2342668011624025e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.058333333333333334,17.142857142857142,3.6431342198518657e-06,1.3272426943855662e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.06041666666666667,16.551724137931036,3.7730335367544737e-06,1.4235782069473973e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.0625,16.0,3.902910532356037e-06,1.523271062357568e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.06458333333333334,15.483870967741934,4.03276444716269e-06,1.6263189086299394e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.06666666666666667,15.0,4.162594534807682e-06,1.7327193261210782e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.06875,14.545454545454545,4.292400022954018e-06,1.8424697957055656e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.07083333333333333,14.117647058823529,4.422180170651476e-06,1.9555677461703122e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.07291666666666667,13.714285714285714,4.551934207352657e-06,2.072010502806726e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.07500000000000001,13.333333333333332,4.681661397742563e-06,2.1917953443112852e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.07708333333333334,12.972972972972972,4.811360980508535e-06,2.3149194484760056e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.07916666666666666,12.631578947368421,4.941032200101216e-06,2.4413799202437063e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.08125,12.307692307692307,5.070674313555452e-06,2.5711737994151054e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.08333333333333334,11.999999999999998,5.20028657390452e-06,2.7042980450731607e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.08541666666666667,11.707317073170731,5.329868233887942e-06,2.840749539060777e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.0875,11.428571428571429,5.459418548089727e-06,2.980525088322614e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.08958333333333333,11.162790697674419,5.588936773285335e-06,3.123621425578109e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.09166666666666667,10.909090909090908,5.718422168117702e-06,3.270035209281996e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.09375,10.666666666666666,5.847873991482267e-06,3.419763022025474e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.09583333333333333,10.434782608695652,5.9772914989250995e-06,3.572801366312226e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.09791666666666667,10.212765957446809,6.106673952922056e-06,3.729146676729669e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.1,10.0,6.236020627475961e-06,3.8887953266305675e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.10208333333333333,9.795918367346939,6.365330789889832e-06,4.0517436064719515e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.10416666666666667,9.6,6.494603688175231e-06,4.217987706645931e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.10625000000000001,9.411764705882351,6.623838609047485e-06,4.3875237918708126e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.10833333333333334,9.23076923076923,6.753034825396254e-06,4.560347935301461e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.11041666666666666,9.056603773584905,6.882191588757273e-06,4.736456106436136e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.1125,8.88888888888889,7.011308205471268e-06,4.915844275210873e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.11458333333333333,8.727272727272728,7.140383915837874e-06,5.0985082465556204e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.11666666666666667,8.571428571428571,7.269418035686173e-06,5.284443857755941e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.11875000000000001,8.421052631578947,7.398409807240332e-06,5.473646767586992e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.12083333333333333,8.275862068965518,7.527358548377011e-06,5.6661126715824465e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.12291666666666667,8.135593220338983,7.656263515115369e-06,5.861837101288675e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.125,8.0,7.785124006022352e-06,6.060815578914552e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.12708333333333333,7.868852459016394,7.913939319108688e-06,6.263043554653448e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.12916666666666665,7.741935483870969,8.042708716284317e-06,6.468516349499573e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.13125,7.619047619047619,8.171431513927917e-06,6.677229298681429e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.13333333333333333,7.5,8.300107008349093e-06,6.889177635004573e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.13541666666666669,7.384615384615383,8.428734474606815e-06,7.104356484342543e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.1375,7.2727272727272725,8.557313220543379e-06,7.32276095544865e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.13958333333333334,7.164179104477612,8.685842558655318e-06,7.544386095374795e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.14166666666666666,7.0588235294117645,8.814321787512402e-06,7.769226857381582e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.14375,6.9565217391304355,8.942750201330021e-06,7.997278116338813e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.14583333333333331,6.857142857142858,9.071127107739198e-06,8.228534700476092e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.14791666666666667,6.76056338028169,9.199451824875927e-06,8.462991387821303e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.15000000000000002,6.666666666666666,9.327723667168669e-06,8.700642881105852e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.15208333333333335,6.575342465753424,9.455941948066782e-06,8.941483812520902e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.15416666666666667,6.486486486486486,9.584105982317339e-06,9.185508748029099e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.15625,6.4,9.7122150872562e-06,9.432712190112696e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.15833333333333333,6.315789473684211,9.840268583416242e-06,9.683088579376868e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.16041666666666665,6.233766233766234,9.968265795034594e-06,9.936632296045667e-11
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.1625,6.153846153846153,1.0096206050113095e-05,1.0193337660634026e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.16458333333333333,6.075949367088608,1.0224088678626165e-05,1.0453198930841171e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.16666666666666669,5.999999999999999,1.0351913012584454e-05,1.0716210302011534e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.16875,5.925925925925926,1.0479678386327144e-05,1.0982365908085228e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.17083333333333334,5.853658536585366,1.0607384136692224e-05,1.1251659822334985e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.17291666666666666,5.783132530120482,1.0735029603109523e-05,1.1524086057963779e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.175,5.714285714285714,1.0862614127642325e-05,1.1799638568605464e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.17708333333333331,5.647058823529412,1.0990137054987918e-05,1.207831124874185e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.17916666666666664,5.58139534883721,1.1117597732434648e-05,1.2360097934023603e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.18125000000000002,5.517241379310344,1.1244995509762869e-05,1.264499240145871e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.18333333333333335,5.454545454545454,1.1372329739068448e-05,1.2932988369410064e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.18541666666666667,5.393258426966292,1.1499599774669874e-05,1.322407949775874e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.1875,5.333333333333333,1.1626804974500397e-05,1.351825939150672e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.18958333333333333,5.274725274725275,1.1753944700349055e-05,1.3815521601886364e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.19166666666666665,5.217391304347826,1.1881018317402738e-05,1.411585962584594e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.19374999999999998,5.161290322580646,1.2008025194022203e-05,1.4419266906027198e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.19583333333333336,5.106382978723404,1.2134964701281823e-05,1.4725736830135583e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.19791666666666669,5.052631578947368,1.2261836212217495e-05,1.503526272952483e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.2,5.0,1.2388639100728401e-05,1.534783787680966e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.20208333333333334,4.948453608247423,1.2515372740077217e-05,1.566345548230679e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.20416666666666666,4.8979591836734695,1.2642036505554447e-05,1.598210870077713e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.20625,4.848484848484849,1.2768629786731255e-05,1.6303790663060065e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.20833333333333331,4.800000000000001,1.2895151977721704e-05,1.6628494452853998e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.21041666666666664,4.752475247524753,1.3021602472007747e-05,1.6956213093899828e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.21250000000000002,4.705882352941176,1.3147980659501774e-05,1.7286939542263272e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.21458333333333335,4.660194174757281,1.3274285923675468e-05,1.7620666678348868e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.21666666666666667,4.615384615384615,1.340051766110391e-05,1.7957387358555778e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.21875,4.571428571428571,1.3526675288806631e-05,1.8297094436881196e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.22083333333333333,4.528301886792453,1.3652758218733112e-05,1.8639780697918455e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.22291666666666665,4.4859813084112155,1.3778765851111452e-05,1.898543883797551e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.22499999999999998,4.444444444444445,1.3904697577633338e-05,1.9334061472544242e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.22708333333333336,4.403669724770642,1.4030552826491893e-05,1.9685641261697965e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.22916666666666669,4.363636363636363,1.415633103164448e-05,2.0040170827750046e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.23125,4.324324324324324,1.4282031606881534e-05,2.0397642681996312e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.23333333333333334,4.285714285714286,1.4407653949998248e-05,2.0758049234290012e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.23541666666666666,4.247787610619469,1.4533197506276497e-05,2.1121382975644139e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.2375,4.2105263157894735,1.4658661724415994e-05,2.1487636355085849e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.23958333333333331,4.173913043478261,1.4784046019178454e-05,2.185680166971863e-10
4,2,0.5,1.0,3.0,80.0,4.0,5.0,-3.0,0,The algorithm converged to the desired accuracy.,0.24166666666666664,4.137931034482759,1.4909349807479794e-05,2.2228871168179775e-10
